records/code,records/examType,records/specialCat,records/positions,records/admissions,records/baseFirst,records/baseLast,records/year,records/minimumBase
99,ΕΠΑΛ ΗΜΕΡΗΣΙΑ,ΕΠΑΛ ΓΕΝΙΚΗ ΣΕΙΡΑ ΗΜ.,28,,16115,12305,2020,
101,10% ΓΕΛ 2018 ΗΜΕΡΗΣΙΑ,10% ΓΕΛ ΓΕΝ. ΣΕΙΡΑ 2018,10,,16870,10400,2020,
101,10% ΓΕΛ 2019 ΗΜΕΡΗΣΙΑ,10% ΓΕΛ ΓΕΝ. ΣΕΙΡΑ 2019,14,,13380,10251,2020,
101,ΓΕΛ ΝΕΟ ΕΣΠΕΡΙΝΑ ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΕΣΠ. (ΝΕΟ),2,,8250,6725,2020,
101,ΓΕΛ ΝΕΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΗΜ. (ΝΕΟ),195,,13800,7400,2020,
101,ΓΕΛ ΠΑΛΑΙΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΗΜ. (ΠΑΛΑΙΟ),20,,16817,8651,2020,
102,10% ΓΕΛ 2018 ΗΜΕΡΗΣΙΑ,10% ΓΕΛ ΓΕΝ. ΣΕΙΡΑ 2018,7,,12836,11256,2020,
102,10% ΓΕΛ 2019 ΗΜΕΡΗΣΙΑ,10% ΓΕΛ ΓΕΝ. ΣΕΙΡΑ 2019,11,,12337,11490,2020,
102,ΓΕΛ ΝΕΟ ΕΣΠΕΡΙΝΑ ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΕΣΠ. (ΝΕΟ),2,,7925,7225,2020,
102,ΓΕΛ ΝΕΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΗΜ. (ΝΕΟ),147,,12900,9925,2020,
102,ΓΕΛ ΠΑΛΑΙΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΗΜ. (ΠΑΛΑΙΟ),15,,12426,10079,2020,
103,10% ΓΕΛ 2018 ΗΜΕΡΗΣΙΑ,10% ΓΕΛ ΓΕΝ. ΣΕΙΡΑ 2018,8,,12113,10770,2020,
103,10% ΓΕΛ 2019 ΗΜΕΡΗΣΙΑ,10% ΓΕΛ ΓΕΝ. ΣΕΙΡΑ 2019,13,,13655,10546,2020,
103,ΓΕΛ ΝΕΟ ΕΣΠΕΡΙΝΑ ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΕΣΠ. (ΝΕΟ),2,,6725,6625,2020,
103,ΓΕΛ ΝΕΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΗΜ. (ΝΕΟ),173,,14400,7375,2020,
103,ΓΕΛ ΠΑΛΑΙΟ ΕΣΠΕΡΙΝΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΕΣΠ. (ΠΑΛΑΙΟ),1,,4895,4895,2020,
103,ΓΕΛ ΠΑΛΑΙΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΗΜ. (ΠΑΛΑΙΟ),18,,15222,8396,2020,
104,10% ΓΕΛ 2018 ΗΜΕΡΗΣΙΑ,10% ΓΕΛ ΓΕΝ. ΣΕΙΡΑ 2018,6,,17166,10585,2020,
104,10% ΓΕΛ 2019 ΗΜΕΡΗΣΙΑ,10% ΓΕΛ ΓΕΝ. ΣΕΙΡΑ 2019,10,,13688,10483,2020,
104,ΓΕΛ ΝΕΟ ΕΣΠΕΡΙΝΑ ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΕΣΠ. (ΝΕΟ),1,,7050,7050,2020,
104,ΓΕΛ ΝΕΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΗΜ. (ΝΕΟ),129,,17825,8625,2020,
104,ΓΕΛ ΠΑΛΑΙΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΗΜ. (ΠΑΛΑΙΟ),14,,11855,8865,2020,
105,10% ΓΕΛ 2018 ΗΜΕΡΗΣΙΑ,10% ΓΕΛ ΓΕΝ. ΣΕΙΡΑ 2018,11,,12938,10685,2020,
105,10% ΓΕΛ 2019 ΗΜΕΡΗΣΙΑ,10% ΓΕΛ ΓΕΝ. ΣΕΙΡΑ 2019,16,,13153,10768,2020,
105,ΓΕΛ ΝΕΟ ΕΣΠΕΡΙΝΑ ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΕΣΠ. (ΝΕΟ),2,,10250,7375,2020,
105,ΓΕΛ ΝΕΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΗΜ. (ΝΕΟ),215,,13150,7750,2020,
105,ΓΕΛ ΠΑΛΑΙΟ ΕΣΠΕΡΙΝΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΕΣΠ. (ΠΑΛΑΙΟ),1,,4384,4384,2020,
105,ΓΕΛ ΠΑΛΑΙΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΗΜ. (ΠΑΛΑΙΟ),23,,12784,8511,2020,
106,10% ΓΕΛ 2018 ΗΜΕΡΗΣΙΑ,10% ΓΕΛ ΓΕΝ. ΣΕΙΡΑ 2018,9,,11512,10397,2020,
106,10% ΓΕΛ 2019 ΗΜΕΡΗΣΙΑ,10% ΓΕΛ ΓΕΝ. ΣΕΙΡΑ 2019,13,,15064,10748,2020,
106,ΓΕΛ ΝΕΟ ΕΣΠΕΡΙΝΑ ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΕΣΠ. (ΝΕΟ),2,,5450,5350,2020,
106,ΓΕΛ ΝΕΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΗΜ. (ΝΕΟ),176,,18525,8300,2020,
106,ΓΕΛ ΠΑΛΑΙΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΗΜ. (ΠΑΛΑΙΟ),19,,13480,9235,2020,
107,10% ΓΕΛ 2018 ΗΜΕΡΗΣΙΑ,10% ΓΕΛ ΓΕΝ. ΣΕΙΡΑ 2018,8,,11172,10171,2020,
107,10% ΓΕΛ 2019 ΗΜΕΡΗΣΙΑ,10% ΓΕΛ ΓΕΝ. ΣΕΙΡΑ 2019,11,,11378,9297,2020,
107,ΓΕΛ ΝΕΟ ΕΣΠΕΡΙΝΑ ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΕΣΠ. (ΝΕΟ),2,,7475,6500,2020,
107,ΓΕΛ ΝΕΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΗΜ. (ΝΕΟ),156,,14225,6950,2020,
107,ΓΕΛ ΠΑΛΑΙΟ ΕΣΠΕΡΙΝΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΕΣΠ. (ΠΑΛΑΙΟ),1,,2606,2606,2020,
107,ΓΕΛ ΠΑΛΑΙΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΗΜ. (ΠΑΛΑΙΟ),16,,10814,8047,2020,
108,10% ΓΕΛ 2018 ΗΜΕΡΗΣΙΑ,10% ΓΕΛ ΓΕΝ. ΣΕΙΡΑ 2018,8,,11265,10540,2020,
108,10% ΓΕΛ 2019 ΗΜΕΡΗΣΙΑ,10% ΓΕΛ ΓΕΝ. ΣΕΙΡΑ 2019,13,,13359,10191,2020,
108,ΓΕΛ ΝΕΟ ΕΣΠΕΡΙΝΑ ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΕΣΠ. (ΝΕΟ),2,,6575,6250,2020,
108,ΓΕΛ ΝΕΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΗΜ. (ΝΕΟ),173,,15325,7725,2020,
108,ΓΕΛ ΠΑΛΑΙΟ ΕΣΠΕΡΙΝΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΕΣΠ. (ΠΑΛΑΙΟ),1,,3102,3102,2020,
108,ΓΕΛ ΠΑΛΑΙΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΗΜ. (ΠΑΛΑΙΟ),18,,11396,8679,2020,
109,10% ΓΕΛ 2018 ΗΜΕΡΗΣΙΑ,10% ΓΕΛ ΓΕΝ. ΣΕΙΡΑ 2018,13,,17532,14795,2020,
109,10% ΓΕΛ 2019 ΗΜΕΡΗΣΙΑ,10% ΓΕΛ ΓΕΝ. ΣΕΙΡΑ 2019,20,,17955,14599,2020,
109,ΓΕΛ ΝΕΟ ΕΣΠΕΡΙΝΑ ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΕΣΠ. (ΝΕΟ),3,,10250,9450,2020,
109,ΓΕΛ ΝΕΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΗΜ. (ΝΕΟ),268,,19075,14550,2020,
109,ΓΕΛ ΠΑΛΑΙΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΗΜ. (ΠΑΛΑΙΟ),28,,16318,11930,2020,
110,10% ΓΕΛ 2018 ΗΜΕΡΗΣΙΑ,10% ΓΕΛ ΓΕΝ. ΣΕΙΡΑ 2018,8,,18580,16924,2020,
110,10% ΓΕΛ 2019 ΗΜΕΡΗΣΙΑ,10% ΓΕΛ ΓΕΝ. ΣΕΙΡΑ 2019,13,,17602,15087,2020,
110,ΓΕΛ ΝΕΟ ΕΣΠΕΡΙΝΑ ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΕΣΠ. (ΝΕΟ),2,,14150,11050,2020,
110,ΓΕΛ ΝΕΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΗΜ. (ΝΕΟ),173,,19300,15150,2020,
110,ΓΕΛ ΠΑΛΑΙΟ ΕΣΠΕΡΙΝΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΕΣΠ. (ΠΑΛΑΙΟ),1,,10955,10955,2020,
110,ΓΕΛ ΠΑΛΑΙΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΗΜ. (ΠΑΛΑΙΟ),18,,17639,12933,2020,
111,10% ΓΕΛ 2018 ΗΜΕΡΗΣΙΑ,10% ΓΕΛ ΓΕΝ. ΣΕΙΡΑ 2018,10,,15920,12862,2020,
111,10% ΓΕΛ 2019 ΗΜΕΡΗΣΙΑ,10% ΓΕΛ ΓΕΝ. ΣΕΙΡΑ 2019,14,,17723,14057,2020,
111,ΓΕΛ ΝΕΟ ΕΣΠΕΡΙΝΑ ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΕΣΠ. (ΝΕΟ),2,,8150,7500,2020,
111,ΓΕΛ ΝΕΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΗΜ. (ΝΕΟ),199,,18175,13525,2020,
111,ΓΕΛ ΠΑΛΑΙΟ ΕΣΠΕΡΙΝΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΕΣΠ. (ΠΑΛΑΙΟ),1,,1106,1106,2020,
111,ΓΕΛ ΠΑΛΑΙΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΗΜ. (ΠΑΛΑΙΟ),21,,15525,11719,2020,
112,10% ΓΕΛ 2018 ΗΜΕΡΗΣΙΑ,10% ΓΕΛ ΓΕΝ. ΣΕΙΡΑ 2018,7,,16950,13762,2020,
112,10% ΓΕΛ 2019 ΗΜΕΡΗΣΙΑ,10% ΓΕΛ ΓΕΝ. ΣΕΙΡΑ 2019,10,,15643,14129,2020,
112,ΓΕΛ ΝΕΟ ΕΣΠΕΡΙΝΑ ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΕΣΠ. (ΝΕΟ),1,,9550,9550,2020,
112,ΓΕΛ ΝΕΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΗΜ. (ΝΕΟ),138,,18100,14450,2020,
112,ΓΕΛ ΠΑΛΑΙΟ ΕΣΠΕΡΙΝΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΕΣΠ. (ΠΑΛΑΙΟ),1,,3285,3285,2020,
112,ΓΕΛ ΠΑΛΑΙΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΗΜ. (ΠΑΛΑΙΟ),15,,16852,11939,2020,
113,10% ΓΕΛ 2018 ΗΜΕΡΗΣΙΑ,10% ΓΕΛ ΓΕΝ. ΣΕΙΡΑ 2018,10,,17317,10898,2020,
113,10% ΓΕΛ 2019 ΗΜΕΡΗΣΙΑ,10% ΓΕΛ ΓΕΝ. ΣΕΙΡΑ 2019,14,,17669,11634,2020,
113,ΓΕΛ ΝΕΟ ΕΣΠΕΡΙΝΑ ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΕΣΠ. (ΝΕΟ),2,,6150,5525,2020,
113,ΓΕΛ ΝΕΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΗΜ. (ΝΕΟ),199,,17225,9825,2020,
113,ΓΕΛ ΠΑΛΑΙΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΗΜ. (ΠΑΛΑΙΟ),21,,14412,10437,2020,
114,10% ΓΕΛ 2018 ΗΜΕΡΗΣΙΑ,10% ΓΕΛ ΓΕΝ. ΣΕΙΡΑ 2018,12,,12659,11001,2020,
114,10% ΓΕΛ 2019 ΗΜΕΡΗΣΙΑ,10% ΓΕΛ ΓΕΝ. ΣΕΙΡΑ 2019,19,,16276,11463,2020,
114,ΓΕΛ ΝΕΟ ΕΣΠΕΡΙΝΑ ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΕΣΠ. (ΝΕΟ),3,,11150,7550,2020,
114,ΓΕΛ ΝΕΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΗΜ. (ΝΕΟ),250,,17075,9525,2020,
114,ΓΕΛ ΠΑΛΑΙΟ ΕΣΠΕΡΙΝΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΕΣΠ. (ΠΑΛΑΙΟ),1,,2367,2367,2020,
114,ΓΕΛ ΠΑΛΑΙΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΗΜ. (ΠΑΛΑΙΟ),26,,15961,9868,2020,
115,10% ΓΕΛ 2018 ΗΜΕΡΗΣΙΑ,10% ΓΕΛ ΓΕΝ. ΣΕΙΡΑ 2018,8,,11410,10714,2020,
115,10% ΓΕΛ 2019 ΗΜΕΡΗΣΙΑ,10% ΓΕΛ ΓΕΝ. ΣΕΙΡΑ 2019,11,,16117,10689,2020,
115,ΓΕΛ ΝΕΟ ΕΣΠΕΡΙΝΑ ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΕΣΠ. (ΝΕΟ),2,,6075,5725,2020,
115,ΓΕΛ ΝΕΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΗΜ. (ΝΕΟ),156,,18650,8525,2020,
115,ΓΕΛ ΠΑΛΑΙΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΗΜ. (ΠΑΛΑΙΟ),16,,12846,9473,2020,
116,10% ΓΕΛ 2018 ΗΜΕΡΗΣΙΑ,10% ΓΕΛ ΓΕΝ. ΣΕΙΡΑ 2018,8,,16281,10887,2020,
116,10% ΓΕΛ 2019 ΗΜΕΡΗΣΙΑ,10% ΓΕΛ ΓΕΝ. ΣΕΙΡΑ 2019,11,,13889,10536,2020,
116,ΓΕΛ ΝΕΟ ΕΣΠΕΡΙΝΑ ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΕΣΠ. (ΝΕΟ),2,,14100,9275,2020,
116,ΓΕΛ ΝΕΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΗΜ. (ΝΕΟ),151,,18900,8750,2020,
116,ΓΕΛ ΠΑΛΑΙΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΗΜ. (ΠΑΛΑΙΟ),16,,13665,8873,2020,
117,10% ΓΕΛ 2018 ΗΜΕΡΗΣΙΑ,10% ΓΕΛ ΓΕΝ. ΣΕΙΡΑ 2018,18,,19131,17928,2020,
117,10% ΓΕΛ 2019 ΗΜΕΡΗΣΙΑ,10% ΓΕΛ ΓΕΝ. ΣΕΙΡΑ 2019,26,,18632,17844,2020,
117,ΓΕΛ ΝΕΟ ΕΣΠΕΡΙΝΑ ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΕΣΠ. (ΝΕΟ),4,,17700,11950,2020,
117,ΓΕΛ ΝΕΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΗΜ. (ΝΕΟ),354,,19475,18050,2020,
117,ΓΕΛ ΠΑΛΑΙΟ ΕΣΠΕΡΙΝΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΕΣΠ. (ΠΑΛΑΙΟ),1,,7258,7258,2020,
117,ΓΕΛ ΠΑΛΑΙΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΗΜ. (ΠΑΛΑΙΟ),37,,18777,17247,2020,
119,10% ΓΕΛ 2018 ΗΜΕΡΗΣΙΑ,10% ΓΕΛ ΓΕΝ. ΣΕΙΡΑ 2018,15,,17907,17421,2020,
119,10% ΓΕΛ 2019 ΗΜΕΡΗΣΙΑ,10% ΓΕΛ ΓΕΝ. ΣΕΙΡΑ 2019,22,,18271,17596,2020,
119,ΓΕΛ ΝΕΟ ΕΣΠΕΡΙΝΑ ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΕΣΠ. (ΝΕΟ),3,,11050,9425,2020,
119,ΓΕΛ ΝΕΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΗΜ. (ΝΕΟ),302,,19450,17825,2020,
119,ΓΕΛ ΠΑΛΑΙΟ ΕΣΠΕΡΙΝΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΕΣΠ. (ΠΑΛΑΙΟ),1,,6420,6420,2020,
119,ΓΕΛ ΠΑΛΑΙΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΗΜ. (ΠΑΛΑΙΟ),32,,18663,17099,2020,
120,10% ΓΕΛ 2018 ΗΜΕΡΗΣΙΑ,10% ΓΕΛ ΓΕΝ. ΣΕΙΡΑ 2018,8,,16537,12814,2020,
120,10% ΓΕΛ 2019 ΗΜΕΡΗΣΙΑ,10% ΓΕΛ ΓΕΝ. ΣΕΙΡΑ 2019,11,,15388,13701,2020,
120,ΓΕΛ ΝΕΟ ΕΣΠΕΡΙΝΑ ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΕΣΠ. (ΝΕΟ),2,,11375,7700,2020,
120,ΓΕΛ ΝΕΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΗΜ. (ΝΕΟ),158,,18675,12800,2020,
120,ΓΕΛ ΠΑΛΑΙΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΗΜ. (ΠΑΛΑΙΟ),17,,18805,11359,2020,
121,10% ΓΕΛ 2018 ΗΜΕΡΗΣΙΑ,10% ΓΕΛ ΓΕΝ. ΣΕΙΡΑ 2018,19,,17369,17246,2020,
121,10% ΓΕΛ 2019 ΗΜΕΡΗΣΙΑ,10% ΓΕΛ ΓΕΝ. ΣΕΙΡΑ 2019,29,,17564,17157,2020,
121,ΓΕΛ ΝΕΟ ΕΣΠΕΡΙΝΑ ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΕΣΠ. (ΝΕΟ),4,,10850,8150,2020,
121,ΓΕΛ ΝΕΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΗΜ. (ΝΕΟ),388,,18250,17250,2020,
121,ΓΕΛ ΠΑΛΑΙΟ ΕΣΠΕΡΙΝΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΕΣΠ. (ΠΑΛΑΙΟ),1,,5982,5982,2020,
121,ΓΕΛ ΠΑΛΑΙΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΗΜ. (ΠΑΛΑΙΟ),41,,17671,16412,2020,
122,10% ΓΕΛ 2018 ΗΜΕΡΗΣΙΑ,10% ΓΕΛ ΓΕΝ. ΣΕΙΡΑ 2018,10,,13181,10726,2020,
122,10% ΓΕΛ 2019 ΗΜΕΡΗΣΙΑ,10% ΓΕΛ ΓΕΝ. ΣΕΙΡΑ 2019,15,,14307,11272,2020,
122,ΓΕΛ ΝΕΟ ΕΣΠΕΡΙΝΑ ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΕΣΠ. (ΝΕΟ),2,,6700,6325,2020,
122,ΓΕΛ ΝΕΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΗΜ. (ΝΕΟ),204,,16525,8650,2020,
122,ΓΕΛ ΠΑΛΑΙΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΗΜ. (ΠΑΛΑΙΟ),21,,12307,9359,2020,
123,10% ΓΕΛ 2018 ΗΜΕΡΗΣΙΑ,10% ΓΕΛ ΓΕΝ. ΣΕΙΡΑ 2018,8,,17931,16802,2020,
123,10% ΓΕΛ 2019 ΗΜΕΡΗΣΙΑ,10% ΓΕΛ ΓΕΝ. ΣΕΙΡΑ 2019,13,,17987,16127,2020,
123,10% ΕΠΑΛ 2018 ΗΜΕΡΗΣΙΑ,10% ΕΠΑΛ ΓΕΝ. ΣΕΙΡΑ 2018,1,,4240,4240,2020,
123,10% ΕΠΑΛ 2019 ΗΜΕΡΗΣΙΑ,10% ΕΠΑΛ ΓΕΝ. ΣΕΙΡΑ 2019,1,,10235,10235,2020,
123,ΓΕΛ ΝΕΟ ΕΣΠΕΡΙΝΑ ,ΓΕΛ ΓΕΝIKH ΣΕΙΡΑ ΕΣΠ. (ΝΕΟ),2,,10600,8975,2020,
