records/code,records/examType,records/specialCat,records/positions,records/admissions,records/baseFirst,records/baseLast,records/year,records/minimumBase
107,ΓΕΛ ΝΕΟ ΕΣΠΕΡΙΝΑ,ΓΕΛ ΓΕΝ.ΣΕΙΡΑ ΕΣΠ. (ΝΕΟ),1,,9024,9024,2016,
107,ΓΕΛ ΝΕΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝ.ΣΕΙΡΑ ΗΜ. (ΝΕΟ),156,,17806,10726,2016,
107,"ΓΕΛ, ΕΠΑΛΒ ΠΑΛΑΙΟ ΕΣΠΕΡΙΝΑ","ΓΕΛ,ΕΠΑΛΒ ΓΕΝ.ΣΕΙΡΑ ΕΣΠ. (ΠΑΛΑΙΟ)",1,,6436,6436,2016,
107,"ΓΕΛ, ΕΠΑΛΒ ΠΑΛΑΙΟ ΗΜΕΡΗΣΙΑ","ΓΕΛ,ΕΠΑΛΒ ΓΕΝ.ΣΕΙΡΑ ΗΜ. (ΠΑΛΑΙΟ)",6,,11504,8776,2016,
108,"10% ΓΕΛ, ΕΠΑΛΒ 2014","10% ΓΕΛ,ΕΠΑΛΒ ΓΕΝ. ΣΕΙΡΑ 2014",8,,12303,9885,2016,
108,"10% ΓΕΛ, ΕΠΑΛΒ 2015","10% ΓΕΛ,ΕΠΑΛΒ ΓΕΝ. ΣΕΙΡΑ 2015",12,,14505,11896,2016,
108,ΓΕΛ ΝΕΟ ΕΣΠΕΡΙΝΑ,ΓΕΛ ΓΕΝ.ΣΕΙΡΑ ΕΣΠ. (ΝΕΟ),1,,9006,9006,2016,
108,ΓΕΛ ΝΕΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝ.ΣΕΙΡΑ ΗΜ. (ΝΕΟ),173,,15632,12787,2016,
108,"ΓΕΛ, ΕΠΑΛΒ ΠΑΛΑΙΟ ΕΣΠΕΡΙΝΑ","ΓΕΛ,ΕΠΑΛΒ ΓΕΝ.ΣΕΙΡΑ ΕΣΠ. (ΠΑΛΑΙΟ)",1,,7349,7349,2016,
108,"ΓΕΛ, ΕΠΑΛΒ ΠΑΛΑΙΟ ΗΜΕΡΗΣΙΑ","ΓΕΛ,ΕΠΑΛΒ ΓΕΝ.ΣΕΙΡΑ ΗΜ. (ΠΑΛΑΙΟ)",7,,12343,9605,2016,
109,"10% ΓΕΛ, ΕΠΑΛΒ 2014","10% ΓΕΛ,ΕΠΑΛΒ ΓΕΝ. ΣΕΙΡΑ 2014",12,,19127,15761,2016,
109,"10% ΓΕΛ, ΕΠΑΛΒ 2015","10% ΓΕΛ,ΕΠΑΛΒ ΓΕΝ. ΣΕΙΡΑ 2015",19,,19108,16634,2016,
109,ΓΕΛ ΝΕΟ ΕΣΠΕΡΙΝΑ,ΓΕΛ ΓΕΝ.ΣΕΙΡΑ ΕΣΠ. (ΝΕΟ),2,,14276,13009,2016,
109,ΓΕΛ ΝΕΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝ.ΣΕΙΡΑ ΗΜ. (ΝΕΟ),268,,19471,16372,2016,
109,"ΓΕΛ, ΕΠΑΛΒ ΠΑΛΑΙΟ ΕΣΠΕΡΙΝΑ","ΓΕΛ,ΕΠΑΛΒ ΓΕΝ.ΣΕΙΡΑ ΕΣΠ. (ΠΑΛΑΙΟ)",1,,7746,7746,2016,
109,"ΓΕΛ, ΕΠΑΛΒ ΠΑΛΑΙΟ ΗΜΕΡΗΣΙΑ","ΓΕΛ,ΕΠΑΛΒ ΓΕΝ.ΣΕΙΡΑ ΗΜ. (ΠΑΛΑΙΟ)",11,,15351,10924,2016,
110,"10% ΓΕΛ, ΕΠΑΛΒ 2014","10% ΓΕΛ,ΕΠΑΛΒ ΓΕΝ. ΣΕΙΡΑ 2014",8,,17642,15294,2016,
110,"10% ΓΕΛ, ΕΠΑΛΒ 2015","10% ΓΕΛ,ΕΠΑΛΒ ΓΕΝ. ΣΕΙΡΑ 2015",12,,18914,15827,2016,
110,ΓΕΛ ΝΕΟ ΕΣΠΕΡΙΝΑ,ΓΕΛ ΓΕΝ.ΣΕΙΡΑ ΕΣΠ. (ΝΕΟ),1,,12721,12721,2016,
110,ΓΕΛ ΝΕΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝ.ΣΕΙΡΑ ΗΜ. (ΝΕΟ),173,,18965,16000,2016,
110,"ΓΕΛ, ΕΠΑΛΒ ΠΑΛΑΙΟ ΕΣΠΕΡΙΝΑ","ΓΕΛ,ΕΠΑΛΒ ΓΕΝ.ΣΕΙΡΑ ΕΣΠ. (ΠΑΛΑΙΟ)",1,,8798,8798,2016,
110,"ΓΕΛ, ΕΠΑΛΒ ΠΑΛΑΙΟ ΗΜΕΡΗΣΙΑ","ΓΕΛ,ΕΠΑΛΒ ΓΕΝ.ΣΕΙΡΑ ΗΜ. (ΠΑΛΑΙΟ)",7,,14572,10640,2016,
111,"10% ΓΕΛ, ΕΠΑΛΒ 2014","10% ΓΕΛ,ΕΠΑΛΒ ΓΕΝ. ΣΕΙΡΑ 2014",10,,17349,12844,2016,
111,"10% ΓΕΛ, ΕΠΑΛΒ 2015","10% ΓΕΛ,ΕΠΑΛΒ ΓΕΝ. ΣΕΙΡΑ 2015",14,,18512,16376,2016,
111,ΓΕΛ ΝΕΟ ΕΣΠΕΡΙΝΑ,ΓΕΛ ΓΕΝ.ΣΕΙΡΑ ΕΣΠ. (ΝΕΟ),2,,13972,11290,2016,
111,ΓΕΛ ΝΕΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝ.ΣΕΙΡΑ ΗΜ. (ΝΕΟ),203,,19317,16380,2016,
111,"ΓΕΛ, ΕΠΑΛΒ ΠΑΛΑΙΟ ΕΣΠΕΡΙΝΑ","ΓΕΛ,ΕΠΑΛΒ ΓΕΝ.ΣΕΙΡΑ ΕΣΠ. (ΠΑΛΑΙΟ)",1,,5415,5415,2016,
111,"ΓΕΛ, ΕΠΑΛΒ ΠΑΛΑΙΟ ΗΜΕΡΗΣΙΑ","ΓΕΛ,ΕΠΑΛΒ ΓΕΝ.ΣΕΙΡΑ ΗΜ. (ΠΑΛΑΙΟ)",8,,13745,11895,2016,
112,"10% ΓΕΛ, ΕΠΑΛΒ 2014","10% ΓΕΛ,ΕΠΑΛΒ ΓΕΝ. ΣΕΙΡΑ 2014",7,,18254,14963,2016,
112,"10% ΓΕΛ, ΕΠΑΛΒ 2015","10% ΓΕΛ,ΕΠΑΛΒ ΓΕΝ. ΣΕΙΡΑ 2015",10,,17404,15830,2016,
112,ΓΕΛ ΝΕΟ ΕΣΠΕΡΙΝΑ,ΓΕΛ ΓΕΝ.ΣΕΙΡΑ ΕΣΠ. (ΝΕΟ),1,,11375,11375,2016,
112,ΓΕΛ ΝΕΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝ.ΣΕΙΡΑ ΗΜ. (ΝΕΟ),147,,18248,15851,2016,
112,"ΓΕΛ, ΕΠΑΛΒ ΠΑΛΑΙΟ ΕΣΠΕΡΙΝΑ","ΓΕΛ,ΕΠΑΛΒ ΓΕΝ.ΣΕΙΡΑ ΕΣΠ. (ΠΑΛΑΙΟ)",1,,7485,7485,2016,
112,"ΓΕΛ, ΕΠΑΛΒ ΠΑΛΑΙΟ ΗΜΕΡΗΣΙΑ","ΓΕΛ,ΕΠΑΛΒ ΓΕΝ.ΣΕΙΡΑ ΗΜ. (ΠΑΛΑΙΟ)",6,,15720,11794,2016,
113,"10% ΓΕΛ, ΕΠΑΛΒ 2014","10% ΓΕΛ,ΕΠΑΛΒ ΓΕΝ. ΣΕΙΡΑ 2014",9,,12120,10320,2016,
113,"10% ΓΕΛ, ΕΠΑΛΒ 2015","10% ΓΕΛ,ΕΠΑΛΒ ΓΕΝ. ΣΕΙΡΑ 2015",14,,16176,14661,2016,
113,ΓΕΛ ΝΕΟ ΕΣΠΕΡΙΝΑ,ΓΕΛ ΓΕΝ.ΣΕΙΡΑ ΕΣΠ. (ΝΕΟ),2,,10559,10382,2016,
113,ΓΕΛ ΝΕΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝ.ΣΕΙΡΑ ΗΜ. (ΝΕΟ),199,,18655,14895,2016,
113,"ΓΕΛ, ΕΠΑΛΒ ΠΑΛΑΙΟ ΗΜΕΡΗΣΙΑ","ΓΕΛ,ΕΠΑΛΒ ΓΕΝ.ΣΕΙΡΑ ΗΜ. (ΠΑΛΑΙΟ)",8,,11935,10281,2016,
114,"10% ΓΕΛ, ΕΠΑΛΒ 2014","10% ΓΕΛ,ΕΠΑΛΒ ΓΕΝ. ΣΕΙΡΑ 2014",12,,14029,10099,2016,
114,"10% ΓΕΛ, ΕΠΑΛΒ 2015","10% ΓΕΛ,ΕΠΑΛΒ ΓΕΝ. ΣΕΙΡΑ 2015",17,,15602,13062,2016,
114,ΓΕΛ ΝΕΟ ΕΣΠΕΡΙΝΑ,ΓΕΛ ΓΕΝ.ΣΕΙΡΑ ΕΣΠ. (ΝΕΟ),2,,11259,9736,2016,
114,ΓΕΛ ΝΕΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝ.ΣΕΙΡΑ ΗΜ. (ΝΕΟ),251,,17024,13851,2016,
114,"ΓΕΛ, ΕΠΑΛΒ ΠΑΛΑΙΟ ΕΣΠΕΡΙΝΑ","ΓΕΛ,ΕΠΑΛΒ ΓΕΝ.ΣΕΙΡΑ ΕΣΠ. (ΠΑΛΑΙΟ)",1,,8218,8218,2016,
114,"ΓΕΛ, ΕΠΑΛΒ ΠΑΛΑΙΟ ΗΜΕΡΗΣΙΑ","ΓΕΛ,ΕΠΑΛΒ ΓΕΝ.ΣΕΙΡΑ ΗΜ. (ΠΑΛΑΙΟ)",10,,13942,10549,2016,
115,"10% ΓΕΛ, ΕΠΑΛΒ 2014","10% ΓΕΛ,ΕΠΑΛΒ ΓΕΝ. ΣΕΙΡΑ 2014",7,,12082,10469,2016,
115,"10% ΓΕΛ, ΕΠΑΛΒ 2015","10% ΓΕΛ,ΕΠΑΛΒ ΓΕΝ. ΣΕΙΡΑ 2015",11,,15071,11893,2016,
115,ΓΕΛ ΝΕΟ ΕΣΠΕΡΙΝΑ,ΓΕΛ ΓΕΝ.ΣΕΙΡΑ ΕΣΠ. (ΝΕΟ),1,,10170,10170,2016,
115,ΓΕΛ ΝΕΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝ.ΣΕΙΡΑ ΗΜ. (ΝΕΟ),156,,18804,14166,2016,
115,"ΓΕΛ, ΕΠΑΛΒ ΠΑΛΑΙΟ ΗΜΕΡΗΣΙΑ","ΓΕΛ,ΕΠΑΛΒ ΓΕΝ.ΣΕΙΡΑ ΗΜ. (ΠΑΛΑΙΟ)",6,,12602,9805,2016,
116,"10% ΓΕΛ, ΕΠΑΛΒ 2014","10% ΓΕΛ,ΕΠΑΛΒ ΓΕΝ. ΣΕΙΡΑ 2014",7,,13643,10315,2016,
116,"10% ΓΕΛ, ΕΠΑΛΒ 2015","10% ΓΕΛ,ΕΠΑΛΒ ΓΕΝ. ΣΕΙΡΑ 2015",11,,15293,11884,2016,
116,ΓΕΛ ΝΕΟ ΕΣΠΕΡΙΝΑ,ΓΕΛ ΓΕΝ.ΣΕΙΡΑ ΕΣΠ. (ΝΕΟ),1,,9200,9200,2016,
116,ΓΕΛ ΝΕΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝ.ΣΕΙΡΑ ΗΜ. (ΝΕΟ),151,,18692,13501,2016,
116,"ΓΕΛ, ΕΠΑΛΒ ΠΑΛΑΙΟ ΕΣΠΕΡΙΝΑ","ΓΕΛ,ΕΠΑΛΒ ΓΕΝ.ΣΕΙΡΑ ΕΣΠ. (ΠΑΛΑΙΟ)",1,,4871,4871,2016,
116,"ΓΕΛ, ΕΠΑΛΒ ΠΑΛΑΙΟ ΗΜΕΡΗΣΙΑ","ΓΕΛ,ΕΠΑΛΒ ΓΕΝ.ΣΕΙΡΑ ΗΜ. (ΠΑΛΑΙΟ)",6,,13077,9085,2016,
117,"10% ΓΕΛ, ΕΠΑΛΒ 2014","10% ΓΕΛ,ΕΠΑΛΒ ΓΕΝ. ΣΕΙΡΑ 2014",17,,18602,18255,2016,
117,"10% ΓΕΛ, ΕΠΑΛΒ 2015","10% ΓΕΛ,ΕΠΑΛΒ ΓΕΝ. ΣΕΙΡΑ 2015",25,,18723,18094,2016,
117,ΓΕΛ ΝΕΟ ΕΣΠΕΡΙΝΑ,ΓΕΛ ΓΕΝ.ΣΕΙΡΑ ΕΣΠ. (ΝΕΟ),3,,15785,14884,2016,
117,ΓΕΛ ΝΕΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝ.ΣΕΙΡΑ ΗΜ. (ΝΕΟ),363,,19734,18229,2016,
117,"ΓΕΛ, ΕΠΑΛΒ ΠΑΛΑΙΟ ΕΣΠΕΡΙΝΑ","ΓΕΛ,ΕΠΑΛΒ ΓΕΝ.ΣΕΙΡΑ ΕΣΠ. (ΠΑΛΑΙΟ)",1,,9593,9593,2016,
117,"ΓΕΛ, ΕΠΑΛΒ ΠΑΛΑΙΟ ΗΜΕΡΗΣΙΑ","ΓΕΛ,ΕΠΑΛΒ ΓΕΝ.ΣΕΙΡΑ ΗΜ. (ΠΑΛΑΙΟ)",15,,18686,14543,2016,
118,"10% ΓΕΛ, ΕΠΑΛΒ 2014","10% ΓΕΛ,ΕΠΑΛΒ ΓΕΝ. ΣΕΙΡΑ 2014",11,,17586,15306,2016,
118,"10% ΓΕΛ, ΕΠΑΛΒ 2015","10% ΓΕΛ,ΕΠΑΛΒ ΓΕΝ. ΣΕΙΡΑ 2015",16,,17080,15704,2016,
118,ΓΕΛ ΝΕΟ ΕΣΠΕΡΙΝΑ,ΓΕΛ ΓΕΝ.ΣΕΙΡΑ ΕΣΠ. (ΝΕΟ),2,,14513,11994,2016,
118,ΓΕΛ ΝΕΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝ.ΣΕΙΡΑ ΗΜ. (ΝΕΟ),233,,18963,15671,2016,
118,"ΓΕΛ, ΕΠΑΛΒ ΠΑΛΑΙΟ ΕΣΠΕΡΙΝΑ","ΓΕΛ,ΕΠΑΛΒ ΓΕΝ.ΣΕΙΡΑ ΕΣΠ. (ΠΑΛΑΙΟ)",1,,8243,8243,2016,
118,"ΓΕΛ, ΕΠΑΛΒ ΠΑΛΑΙΟ ΗΜΕΡΗΣΙΑ","ΓΕΛ,ΕΠΑΛΒ ΓΕΝ.ΣΕΙΡΑ ΗΜ. (ΠΑΛΑΙΟ)",10,,13740,11279,2016,
119,"10% ΓΕΛ, ΕΠΑΛΒ 2014","10% ΓΕΛ,ΕΠΑΛΒ ΓΕΝ. ΣΕΙΡΑ 2014",15,,18486,18227,2016,
119,"10% ΓΕΛ, ΕΠΑΛΒ 2015","10% ΓΕΛ,ΕΠΑΛΒ ΓΕΝ. ΣΕΙΡΑ 2015",22,,18863,17957,2016,
119,ΓΕΛ ΝΕΟ ΕΣΠΕΡΙΝΑ,ΓΕΛ ΓΕΝ.ΣΕΙΡΑ ΕΣΠ. (ΝΕΟ),3,,16768,13382,2016,
119,ΓΕΛ ΝΕΟ ΗΜΕΡΗΣΙΑ,ΓΕΛ ΓΕΝ.ΣΕΙΡΑ ΗΜ. (ΝΕΟ),320,,19760,17938,2016,
119,"ΓΕΛ, ΕΠΑΛΒ ΠΑΛΑΙΟ ΕΣΠΕΡΙΝΑ","ΓΕΛ,ΕΠΑΛΒ ΓΕΝ.ΣΕΙΡΑ ΕΣΠ. (ΠΑΛΑΙΟ)",1,,12305,12305,2016,
